,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,  Sales  ,Quantity,Discount, Profit 
4846,4847,CA-2015-164469,6/25/2015,6/27/2015,Second Class,GK-14620,Corporate,United States,Salem,Oregon,97301,West,TEC-PH-10002115,Technology,Phones,Plantronics 81402,263.96,5,0.2,19.8
4847,4848,CA-2015-164469,6/25/2015,6/27/2015,Second Class,GK-14620,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.63,11,0.2,17.91
4848,4849,CA-2015-164469,6/25/2015,6/27/2015,Second Class,GK-14620,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.33,1,0.2,0.82
4849,4850,CA-2015-107818,9/8/2015,9/14/2015,Standard Class,MC-17275,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,5.88,2,0,2.65
4850,4851,CA-2015-107818,9/8/2015,9/14/2015,Standard Class,MC-17275,Consumer,United States,Pasco,Washington,99301,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,0.2,121.99
4851,4852,CA-2015-107818,9/8/2015,9/14/2015,Standard Class,MC-17275,Consumer,United States,Pasco,Washington,99301,West,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,8,0,91.15
4852,4853,CA-2015-107818,9/8/2015,9/14/2015,Standard Class,MC-17275,Consumer,United States,Pasco,Washington,99301,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,6,0,19.44
4853,4854,CA-2015-113320,12/12/2015,12/15/2015,Second Class,LH-17155,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,0,4.51
4854,4855,CA-2015-113320,12/12/2015,12/15/2015,Second Class,LH-17155,Consumer,United States,Oakland,California,94601,West,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,3,0,0.63
4855,4856,CA-2015-113320,12/12/2015,12/15/2015,Second Class,LH-17155,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0,4.44
4856,4857,CA-2016-137526,1/13/2016,1/17/2016,Standard Class,PB-19150,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.01,3,0.2,24.5
4857,4858,CA-2016-137526,1/13/2016,1/17/2016,Standard Class,PB-19150,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.02
4858,4859,CA-2016-137526,1/13/2016,1/17/2016,Standard Class,PB-19150,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,0,92.97
4859,4860,CA-2018-136063,12/15/2018,12/19/2018,Standard Class,SS-20150,Corporate,United States,Oak Park,Illinois,60302,Central,OFF-AR-10000823,Office Supplies,Art,Newell 307,10.19,7,0.2,1.02
4860,4861,CA-2017-101546,12/18/2017,12/24/2017,Standard Class,GK-14620,Corporate,United States,Morristown,New Jersey,7960,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.17
4861,4862,CA-2015-138940,4/11/2015,4/16/2015,Second Class,GM-14455,Home Office,United States,Austin,Texas,78745,Central,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.35,6,0.2,265.42
4862,4863,CA-2017-125164,11/10/2017,11/14/2017,Standard Class,SH-19975,Corporate,United States,New York City,New York,10011,East,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,20.37,1,0.2,7.38
4863,4864,CA-2017-125164,11/10/2017,11/14/2017,Standard Class,SH-19975,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.85,3,0.2,16.82
4864,4865,CA-2018-163531,6/26/2018,6/30/2018,Standard Class,SC-20725,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.19
4865,4866,CA-2018-122490,11/13/2018,11/18/2018,Standard Class,TT-21070,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.7,6,0.2,150.29
4866,4867,CA-2018-122490,11/13/2018,11/18/2018,Standard Class,TT-21070,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.02,11,0.2,190.02
4867,4868,CA-2018-122490,11/13/2018,11/18/2018,Standard Class,TT-21070,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0,10.35
4868,4869,CA-2018-122490,11/13/2018,11/18/2018,Standard Class,TT-21070,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0,4.23
4869,4870,CA-2018-131366,11/24/2018,11/29/2018,Standard Class,SC-20440,Corporate,United States,Lancaster,Pennsylvania,17602,East,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,89.99,2,0.4,-15
4870,4871,CA-2018-131366,11/24/2018,11/29/2018,Standard Class,SC-20440,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,229.54,7,0.2,83.21
4871,4872,CA-2018-164042,5/23/2018,5/27/2018,Standard Class,KL-16645,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,1.82,2,0.2,0.62
4872,4873,CA-2018-164042,5/23/2018,5/27/2018,Standard Class,KL-16645,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,5,0.8,-46.72
4873,4874,CA-2018-164042,5/23/2018,5/27/2018,Standard Class,KL-16645,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,48.82,3,0.2,-11.59
4874,4875,CA-2018-164042,5/23/2018,5/27/2018,Standard Class,KL-16645,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,1.19,1,0.8,-1.96
4875,4876,CA-2015-132864,12/2/2015,12/7/2015,Standard Class,KN-16390,Corporate,United States,Columbus,Ohio,43229,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95
4876,4877,US-2015-155817,10/3/2015,10/9/2015,Standard Class,SL-20165,Home Office,United States,Durham,North Carolina,27707,South,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.57,2,0.2,4.62
4877,4878,US-2015-155817,10/3/2015,10/9/2015,Standard Class,SL-20165,Home Office,United States,Durham,North Carolina,27707,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,6.19,3,0.2,0.46
4878,4879,US-2017-131891,7/29/2017,7/31/2017,First Class,PW-19240,Consumer,United States,Pensacola,Florida,32503,South,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.21,3,0.7,-1.48
4879,4880,CA-2018-143567,11/2/2018,11/5/2018,Second Class,TB-21175,Corporate,United States,Henderson,Kentucky,42420,South,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,5.32,2,0,2.61
4880,4881,CA-2018-143567,11/2/2018,11/5/2018,Second Class,TB-21175,Corporate,United States,Henderson,Kentucky,42420,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,4,0,292.78
4881,4882,CA-2018-143567,11/2/2018,11/5/2018,Second Class,TB-21175,Corporate,United States,Henderson,Kentucky,42420,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,9,0,517.48
4882,4883,CA-2018-143567,11/2/2018,11/5/2018,Second Class,TB-21175,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,59.92,4,0,16.78
4883,4884,CA-2018-104080,3/8/2018,3/15/2018,Standard Class,AH-10210,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5,0.2,64.2
4884,4885,CA-2018-104080,3/8/2018,3/15/2018,Standard Class,AH-10210,Consumer,United States,Anaheim,California,92804,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,3.36,2,0,0.87
4885,4886,CA-2015-151379,12/16/2015,12/20/2015,Standard Class,SC-20695,Corporate,United States,Detroit,Michigan,48227,Central,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.2,5,0,52.53
4886,4887,CA-2017-163167,11/28/2017,12/1/2017,Second Class,RF-19345,Corporate,United States,Marietta,Georgia,30062,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",182.67,3,0,52.97
4887,4888,CA-2017-163167,11/28/2017,12/1/2017,Second Class,RF-19345,Corporate,United States,Marietta,Georgia,30062,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,101.7,6,0,6.1
4888,4889,CA-2017-163167,11/28/2017,12/1/2017,Second Class,RF-19345,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0,56.3
4889,4890,CA-2017-163167,11/28/2017,12/1/2017,Second Class,RF-19345,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,6,0,315.83
4890,4891,CA-2017-135776,12/23/2017,12/30/2017,Standard Class,EH-13765,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,8.82,3,0,2.56
4891,4892,CA-2017-135776,12/23/2017,12/30/2017,Standard Class,EH-13765,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.21
4892,4893,CA-2017-135776,12/23/2017,12/30/2017,Standard Class,EH-13765,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2,2,0,1.18
4893,4894,CA-2017-135776,12/23/2017,12/30/2017,Standard Class,EH-13765,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,227.28,2,0,2.27
4894,4895,CA-2017-135776,12/23/2017,12/30/2017,Standard Class,EH-13765,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,47.9,1,0,22.99
4895,4896,CA-2017-135776,12/23/2017,12/30/2017,Standard Class,EH-13765,Corporate,United States,Seattle,Washington,98103,West,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,61.96,2,0,30.36
4896,4897,CA-2017-135776,12/23/2017,12/30/2017,Standard Class,EH-13765,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.9
4897,4898,US-2015-122021,10/15/2015,10/17/2015,First Class,AC-10660,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,183.37,2,0.3,-7.86
4898,4899,US-2015-122021,10/15/2015,10/17/2015,First Class,AC-10660,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.97,2,0.2,2.89
4899,4900,CA-2017-130484,8/22/2017,8/27/2017,Standard Class,SG-20470,Consumer,United States,Gresham,Oregon,97030,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.35,8,0.7,-18.45
4900,4901,CA-2018-120936,12/17/2018,12/21/2018,Standard Class,CA-12310,Corporate,United States,Anaheim,California,92804,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,0,125.14
4901,4902,CA-2018-120936,12/17/2018,12/21/2018,Standard Class,CA-12310,Corporate,United States,Anaheim,California,92804,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98,1,0,3.63
4902,4903,CA-2018-110884,3/7/2018,3/12/2018,Standard Class,SH-20395,Consumer,United States,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,25.92,6,0.2,9.07
4903,4904,CA-2018-110884,3/7/2018,3/12/2018,Standard Class,SH-20395,Consumer,United States,New York City,New York,10035,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",91.59,3,0,42.13
4904,4905,US-2015-161613,12/1/2015,12/3/2015,Second Class,MC-17605,Corporate,United States,Houston,Texas,77070,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.06,3,0.3,-19.26
4905,4906,US-2015-146353,10/14/2015,10/16/2015,Second Class,JE-15610,Corporate,United States,Concord,New Hampshire,3301,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,4,0,11
4906,4907,US-2015-146353,10/14/2015,10/16/2015,Second Class,JE-15610,Corporate,United States,Concord,New Hampshire,3301,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5,0,16.19
4907,4908,CA-2015-133809,11/18/2015,11/23/2015,Second Class,MS-17530,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.81,8,0.7,-8.66
4908,4909,CA-2015-133809,11/18/2015,11/23/2015,Second Class,MS-17530,Consumer,United States,Fairfield,Ohio,45014,East,TEC-PH-10004875,Technology,Phones,PNY Rapid USB Car Charger - Black,9.59,2,0.4,-2.08
4909,4910,CA-2018-127306,1/14/2018,1/18/2018,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.34,3,0.2,6.65
4910,4911,CA-2018-127306,1/14/2018,1/18/2018,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.29,7,0.2,12.7
4911,4912,CA-2018-127306,1/14/2018,1/18/2018,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.98,2,0.2,7
4912,4913,CA-2018-127306,1/14/2018,1/18/2018,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,5,0.7,-4.58
4913,4914,CA-2018-127306,1/14/2018,1/18/2018,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.51,2,0.7,-1.84
4914,4915,CA-2016-161830,9/24/2016,9/26/2016,Second Class,ME-17725,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96,2,0,10.43
4915,4916,CA-2016-161830,9/24/2016,9/26/2016,Second Class,ME-17725,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,14.95,3,0.2,5.42
4916,4917,CA-2018-163125,10/9/2018,10/11/2018,Second Class,MB-17305,Consumer,United States,League City,Texas,77573,Central,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,67.14,7,0.2,5.88
4917,4918,CA-2018-163125,10/9/2018,10/11/2018,Second Class,MB-17305,Consumer,United States,League City,Texas,77573,Central,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.06,3,0.3,-32.66
4918,4919,CA-2017-160304,1/2/2017,1/7/2017,Standard Class,BM-11575,Corporate,United States,Gaithersburg,Maryland,20877,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,3,0,38.27
4919,4920,CA-2017-160304,1/2/2017,1/7/2017,Standard Class,BM-11575,Corporate,United States,Gaithersburg,Maryland,20877,East,TEC-PH-10000455,Technology,Phones,GE 30522EE2,231.98,2,0,67.27
4920,4921,CA-2018-101728,8/19/2018,8/23/2018,Standard Class,SC-20575,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.3,2,0.8,-3.9
4921,4922,CA-2018-114055,12/25/2018,12/29/2018,Second Class,MH-18115,Home Office,United States,Huntsville,Alabama,35810,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.12
4922,4923,CA-2018-114055,12/25/2018,12/29/2018,Second Class,MH-18115,Home Office,United States,Huntsville,Alabama,35810,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0,1.19
4923,4924,CA-2018-114055,12/25/2018,12/29/2018,Second Class,MH-18115,Home Office,United States,Huntsville,Alabama,35810,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,629.1,6,0,301.97
4924,4925,CA-2018-114055,12/25/2018,12/29/2018,Second Class,MH-18115,Home Office,United States,Huntsville,Alabama,35810,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.52
4925,4926,CA-2018-126438,9/10/2018,9/13/2018,First Class,AR-10345,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0,3.72
4926,4927,CA-2018-117653,10/19/2018,10/23/2018,Standard Class,MO-17500,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.28,1,0.5,-67.54
4927,4928,CA-2018-143245,12/1/2018,12/6/2018,Standard Class,AD-10180,Home Office,United States,Fairfield,Connecticut,6824,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,19.44,3,0,9.33
4928,4929,CA-2018-143245,12/1/2018,12/6/2018,Standard Class,AD-10180,Home Office,United States,Fairfield,Connecticut,6824,East,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15,3,0,251.2
4929,4930,US-2015-138828,9/2/2015,9/3/2015,First Class,KD-16345,Consumer,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5,0,16.17
4930,4931,US-2015-138828,9/2/2015,9/3/2015,First Class,KD-16345,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3,0,7.02
4931,4932,CA-2018-143651,3/25/2018,3/30/2018,Standard Class,FM-14215,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001446,Office Supplies,Art,Newell 309,23.1,2,0,6.93
4932,4933,CA-2016-106978,9/28/2016,10/4/2016,Standard Class,ZC-21910,Consumer,United States,Aurora,Colorado,80013,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.54,1,0.2,4.23
4933,4934,CA-2016-106978,9/28/2016,10/4/2016,Standard Class,ZC-21910,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,0.7,-0.79
4934,4935,CA-2016-106978,9/28/2016,10/4/2016,Standard Class,ZC-21910,Consumer,United States,Aurora,Colorado,80013,West,OFF-FA-10003021,Office Supplies,Fasteners,Staples,4.51,3,0.2,0.85
4935,4936,CA-2016-155124,3/15/2016,3/21/2016,Standard Class,KS-16300,Corporate,United States,Lehi,Utah,84043,West,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.78,3,0.2,1.68
4936,4937,CA-2018-150931,1/6/2018,1/13/2018,Standard Class,DP-13390,Home Office,United States,Tuscaloosa,Alabama,35401,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0,15.52
4937,4938,CA-2015-157147,1/13/2015,1/18/2015,Standard Class,BD-11605,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.65
4938,4939,CA-2015-157147,1/13/2015,1/18/2015,Standard Class,BD-11605,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",334,3,0.15,3.93
4939,4940,CA-2015-157147,1/13/2015,1/18/2015,Standard Class,BD-11605,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.57
4940,4941,CA-2016-156482,2/6/2016,2/13/2016,Standard Class,IL-15100,Consumer,United States,Wilmington,Delaware,19805,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,9,0,266.45
4941,4942,CA-2016-156482,2/6/2016,2/13/2016,Standard Class,IL-15100,Consumer,United States,Wilmington,Delaware,19805,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",283.92,4,0,82.34
4942,4943,CA-2016-156482,2/6/2016,2/13/2016,Standard Class,IL-15100,Consumer,United States,Wilmington,Delaware,19805,East,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0,1.76
4943,4944,CA-2018-106782,12/21/2018,12/27/2018,Standard Class,LP-17095,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34,1,0,18.77
4944,4945,CA-2017-151372,9/5/2017,9/6/2017,First Class,JH-15985,Consumer,United States,Redondo Beach,California,90278,West,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.12
4945,4946,CA-2017-151372,9/5/2017,9/6/2017,First Class,JH-15985,Consumer,United States,Redondo Beach,California,90278,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2,0.2,3.94
4946,4947,CA-2017-151372,9/5/2017,9/6/2017,First Class,JH-15985,Consumer,United States,Redondo Beach,California,90278,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,0,1.79
4947,4948,CA-2015-102085,10/4/2015,10/9/2015,Standard Class,JD-16015,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,4,0,13.74
4948,4949,CA-2018-107125,11/27/2018,12/2/2018,Standard Class,BD-11320,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,117.49,7,0.2,41.12
4949,4950,CA-2018-107125,11/27/2018,12/2/2018,Standard Class,BD-11320,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.03
4950,4951,CA-2017-125815,10/28/2017,11/1/2017,Second Class,DL-13330,Consumer,United States,New York City,New York,10009,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,0,5.22
4951,4952,CA-2016-144190,6/9/2016,6/13/2016,Standard Class,NC-18415,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,12.96,2,0,6.22
4952,4953,CA-2018-117926,12/8/2018,12/12/2018,Second Class,AS-10225,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1,0,20.84
4953,4954,CA-2016-153906,3/16/2016,3/20/2016,Standard Class,MS-17980,Corporate,United States,New York City,New York,10009,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,2,0,2.58
4954,4955,CA-2015-160262,6/9/2015,6/13/2015,Second Class,TS-21205,Corporate,United States,North Las Vegas,Nevada,89031,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,18.06,7,0,4.7
4955,4956,CA-2015-160262,6/9/2015,6/13/2015,Second Class,TS-21205,Corporate,United States,North Las Vegas,Nevada,89031,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3,0,36.4
4956,4957,CA-2015-160262,6/9/2015,6/13/2015,Second Class,TS-21205,Corporate,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,2,0,14.21
4957,4958,CA-2016-127607,3/20/2016,3/26/2016,Standard Class,JK-15730,Consumer,United States,Carrollton,Texas,75007,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2.51,2,0.8,-4.4
4958,4959,CA-2016-127607,3/20/2016,3/26/2016,Standard Class,JK-15730,Consumer,United States,Carrollton,Texas,75007,Central,OFF-FA-10003485,Office Supplies,Fasteners,Staples,18.86,9,0.2,6.13
4959,4960,CA-2017-166226,11/18/2017,11/22/2017,Standard Class,TC-21535,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,61.19,1,0.2,6.12
4960,4961,CA-2017-166226,11/18/2017,11/22/2017,Standard Class,TC-21535,Home Office,United States,Los Angeles,California,90008,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1,0,18.32
4961,4962,CA-2015-156587,3/7/2015,3/8/2015,First Class,AB-10015,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.71,1,0.2,5.48
4962,4963,CA-2015-156587,3/7/2015,3/8/2015,First Class,AB-10015,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3,0,4.66
4963,4964,CA-2015-156587,3/7/2015,3/8/2015,First Class,AB-10015,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.86
